ementa;assunto_agrupado
irregularidades em licitações e contratos fragmentação de despesas despesa não compatível com ações da saúde pagamento de pessoal classificada em serviços de terceiros 1 em consulta s despesas realizadas no período em confronto com os procedimentos prévios necessários regular contratação conforme legislação regulamentadora das licitações e contratos no âmbito da administração pública constatou se a existência de despesas realizadas no período sem os respectivos processos licitatórios 2 constataram se despesas relacionadas ao mesmo objeto realizadas continuamente e de forma fragmentada cujo somatório ultrapassou o limite fixado para dispensa de licitação previsto na lei no 8 666 93 conforme quadro exemplificativo discriminado a seguir subsidiado ante o exame da peça 5 fls 68 a 94 peça 6 fls 1 a 51 deste processo administrativo 3 observaram se despesas com transporte de pacientes para tratamento de saúde no valor de r 27 455 73 as quais não se tratam de despesas típicas ou necessárias consecução dos objetivos das instituições de saúde peça 6 fls 23 a 48 e 50 a 53 os documentos de despesa analisados apresentam apenas as notas de empenhos notas fiscais e os recibos ou seja não apresenta qualquer documento dos itens relacionados acima que são de fundamental importância para que a despesa seja alocada como ações inerentes saúde pública outras despesas como fornecimento de alimentos e refeições no valor de r 6 997 82 também não se enquadram nas despesas com saúde conforme art 3o da lei complementar no 141 2012 essas despesas não estão enquadradas dentre as que são inerentes s ações e serviços públicos de saúde exceção da alimentação utilizada na recuperação e tratamento de deficiências e carências nutricionais como por exemplo o leite e algumas vitaminas portanto excetuando se programas para recuperação de deficiências nutricionais as aquisições de gêneros alimentícios para outros programas de alimentação ainda que sejam executados em unidades de saúde não podem ser consideradas despesas com saúde 4 as demais irregularidades constatadas após a elaboração do relatório de contraditório são adotadas pelo relator como fundamentação de voto com base no art 238 parágrafo único do ritce pi razão pela qual se vota pelo julgamento de irregularidade s contas da gestora com aplicação de multa;DESPESA
consulta indagação acerca da possibilidade de pagamentos a prestadores de serviço por meio de débito automático há possibilidade de pagamento de despesa pública por débito automático desde que a despesa possua regularidade na cobrança a exemplo dos serviços prestados por concessionárias de serviço público;DESPESA
tomada de contas especial despesa existência de dano ao erário na obra da construção de uma passarela sobre o rio canudos pigoita no município de novo santo antônio irregularidade 1 o superfaturamento é caracterizado pelo pagamento de obras bens e serviços por preços manifestamente superiores tendência central mediana ou média praticada pelo mercado ou incompatíveis com os fixados pelos órgão;DESPESA
recurso de reconsideração secretaria do trabalho e empreendedorismo setre exercício 2016 realização de cursos profissionalizantes 1 verifica se que os cursos foram ministrados o que não foi questionado por esta corte de contas ocorreu na verdade uma falha no dever de prestar contas sem a demonstração formal da utilização dos recursos no custeio dos eventos já que não foi apresentada nenhuma planilha dos gastos realizados e a devida apresentação dos correspondentes comprovantes de despesas nas formalidades exigidas pelo tce;DESPESA
planejamento ausência de publicação de decretos referentes a abertura de créditos adicionais inscrição de restos a pagar sem comprovação de saldo financeiro educação gasto com manutenção e desenvolvimento de ensino inferior ao limite legal repercussão negativa na análise da prestação de contas reprovação 1 os créditos adicionais suplementares são autorizados por lei e abertos por decreto do poder executivo e a sua publicação é condição de eficácia do decreto para que o ato normativo produza normalmente seus efeitos o art 4 da in tce pi n 03 2015 dispõe que as publicações dos decretos devem ocorrer dentro do prazo de dez dias a partir de sua edição com texto integral e anexos 2 é vedado ao titular de poder ou órgão nos últimos dois quadrimestres do seu mandato contrair obrigação de despesa que não possa ser cumprida integralmente dentro dele ou que tenha parcelas a serem pagas no exercício seguinte sem que haja suficiente disponibilidade de caixa para este efeito art 42 da lei de responsabilidade fiscal lei n 101 2000 3 o descumprimento do limite constitucional com manutenção e desenvolvimento de ensino possui gravidade suficiente para ensejar a reprovação das contas;DESPESA
denúncia pessoal adiantamento de subsídios pagamentos irregulares de diárias procedência 1 o regime de adiantamentos é aplicável aos casos de despesas expressamente definidas em lei que não possam subordinar se ao processo ordinário ou comum possuindo pois o caráter excepcional tendo como finalidade flexibilizar determinadas despesas que não podem pela sua própria natureza aguardar o processamento normal da despesa 2 cada diária deve ter um processo de despesa com a apresentação de informações que justifiquem o gasto que será realizado como por exemplo destino motivo do deslocamento período de permanência e número de diárias;DESPESA
despesa variação nos subsídios dos vereadores regularidade com ressalvas 1 a variação só pode ser alterada por meio de resolução e para adequar se aos limites constitucionais logo a fixação do valor em montante que a câmara não tenha capacidade financeira de suportar com a aplicação de redutor percebe se pelo pagamento a menor pode caracterizar uma forma de burlar os limites estabelecidos pela constituição federal;DESPESA
prestação de contas contas de gestão ausência de licitação pagamentos de encargos moratórios das impropriedades relativas aos procedimentos licitatórios considerados ausentes revelaram se formais ao passo que na análise da documentação encaminhada verificou se o não atendimento de algumas exigências formais da lei 8 666 93 que entretanto não foram suficientes para macular as despesas destacadas em que pese indicação da falta de planejamento das despesas quando da verificação da ocorrência de encargos moratórios no caso em tela a falha foi amenizada em dada a pontualidade do fato;DESPESA
contas de gestão da prefeitura pagamentos irregulares de acrescimos moratórios com recursos públicos contratação irregular de assessoria jurídica e contábil omissão de informações na gfip acumulação irregular de cargo público jornada incompatível 1 é dever do administrador público cumprir os prazos de pagamentos de suas obrigações inclusive as previdenciárias pois o pagamento de juros correção monetária e ou multas de caráter moratório ou sancionatório incidente pelo descumprimento de prazos contraria os princípios constitucionais da eficiência e da economicidade consagrados nos artigos 37 e 70 da cf 88 bem como no artigo 4 da lei n 4 320 64 2 a apresentação da gfip com dados não correspondentes aos fatos geradores bem como sua apresentação com erro de preenchimento nos dados não relacionados aos fatos geradores é falha grave;DESPESA
chefe do executivo débito junto eletrobras e agespisa índicios de irregularidades nas contribuições previdenciárias irregularidades em licitação para execucação de obras em estradas vicinais 1 o pagamento de juros e multas representa desobediência ao princípio da eficiência previsto no artigo 37 caput da cf 88 bem como o princípio da economicidade estabelecido no artigo 70 da cf 88 2 a constatação de indícios de irregularidades nas contribuições previdenciárias torna necessária a demonstração de regularidade da compensação pelo gestor ou o obriga a sanear os desvios detectados de modo a evitar futuros prejuízos aos cofres públicos;DESPESA
