arquivo;ano_mes;sumario;ementa;informacoes;area_tematica;decisao_tipo;decisao_numero;decisao_ano;assunto_agrupado;rank;prioridade
Boletim de Jurisprudência TCE-PI - Outubro 2020.docx;2020-10;Agente Político. Pagamento do subsídio dos vereadores inferior do fixado.;"PRESTAÇÃO DE CONTAS. CÂMARA MUNICIPAL DE QUEIMADA NOVA - PI. EXERCÍCIO DE 2017. 
1 - Pagamentos de subsídio dos vereadores, embora a gestora não tenha encaminhado a lei que fixou o subsídio para a legislatura 2017-2020, o fato é que a matéria permaneceu regida pela Lei nº 58, de 26/09/2012, que os fixou para a legislatura 2013- 2016. Nela, o legislativo local havia fixado o subsídio dos Vereadores no valor de R$ 3.400,00, ou seja, ainda acima do valor pago no exercício de 2017, que foi de R$ 2.760,00. ";(Prestação de Contas. Processo  – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão Unânime. Acórdão nº 1.550/2020 publicado no );AGENTE POLITICO;acordao;1550;2020.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Outubro 2020.docx;2020-10;Agente Político. Variação do subsídio dos vereadores sem amparo legal.;"CONTAS DA CÂMARA MUNICIPAL. INADEQUAÇÃO DO PORTAL DA TRANSPARÊNCIA PARA O ACESSO PÚBLICO. PAGAMENTO DE SUBSÍDIOS DE VEREADORES COM BASE EM FIXAÇÃO IRREGULAR E REAJUSTES NO CURSO DA LEGISLATURA.
1. O descumprimento da Lei Complementar 101/00 e da Lei 12.527/11 compromete a transparência das informações prestadas aos munícipes, inviabilizando a finalidade das normas que é a permissão do controle social dos gastos dos recursos públicos. 
2. Demonstram-se grave as falhas atinentes ao pagamento de subsídios de vereadores com base em fixação irregular e ao reajuste no curso da legislatura com ausência de justificativa e estimativa no impacto orçamentário-financeiro, maculando as contas em comento em conjunto com as demais falhas constatadas.";(Prestação de Contas. Processo  – Relatora: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Acórdão nº 1.394/2020 publicado no );AGENTE POLITICO;acordao;1394;2020.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Outubro 2020.docx;2020-10;Agente Político. Legalidade na lei de fixação dos subsídios dos vareadores. Boa-fé do gestor no pagamento inferior do subsídio.;"PRESTAÇÃO DE CONTAS. PREFEITURA MUNICIPAL DE MONTE ALEGRE DO PIAUÍ. CÂMARA MUNICIPAL. EXERCÍCIO DE 2017.
1 – Não existiu uma variação dos subsídios (4.000,00 em 2016 para 4.500,00 em 2017), mas sim uma fixação, posto que se tratava de mudança de legislatura. Dessa forma, o subsídio dos Vereadores foi fixado para a legislatura 2017/2020 no valor de R$ 6.000,00 por meio do Projeto de Lei nº 67/2016, publicada no DOM do dia 27/setembro/2016, e entendo que, na verdade, o gestor demonstrou boa fé ao estabelecer o subsídio dos vereadores no valor de R$4.500,00, portanto inferior aos R$6.000,00 inicialmente permitidos. ";(Prestação de Contas. Processo  – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão Unânime. Acórdão nº 1.399/2020 publicado no );AGENTE POLITICO;acordao;1399;2020.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Agente Político. Variação dos subsídios dos vereadores acima da média dos índices inflacionários sem norma que regulamente.;"EMENTA. ORÇAMENTO. VARIAÇÃO DOS SUBSÍDIOS DOS VEREADORES SEM AMPARO LEGAL. REPERCUSSÃO NEGATIVA NA ANÁLISE DA PRESTAÇÃO DE CONTAS.
A variação de subsídios dos vereadores, acima da média dos índices inflacionários divulgados pelo Governo Federal, em relação ao recebido no exercício anterior, sem a norma legal que o regulamente, prejudica a análise da prestação de contas, tendo em vista que tal requisito é indispensável para sanar a ocorrência em tela.";(Prestação de Contas. Processo  – Relator: Cons. Abelardo Pio Vilanova e Silva. Primeira Câmara. Decisão unânime. Acórdão nº 2400/17 publicado no );AGENTE POLITICO;acordao;2400;2017.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Outubro 2020.docx;2020-10;Agente Político. Ilegalidade na fixação dos subsídios dos vereadores em virtude do aumento do repasse ao poder legislativo municipal.;"DESPESA. REAJUSTE SUBSÍDIOS DOS VEREADORES EM VIRTUDE DO AUMENTO DE REPASSE AO PODER LEGISLATIVO MUNICIPAL. IMPOSSIBILIDADE. 
1 - É ilegal a fixação de teto remuneratório de subsídio de vereadores, tendo em vista que a Constituição Federal estabeleceu que o valor do subsídio dos edis deverá ser fixado seguindo o principio da anterioridade de legislatura";(Consulta. Processo  – Relator: Cons. Subst. Jaylson Fabianh Lopes Campelo. Plenário. Decisão Unânime. Acórdão nº 1.697/20 publicado no );AGENTE POLITICO;acordao;1697;2020.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Setembro - 18.docx;2018-09;Agente Político. Subsídio dos vereadores. Variação acima da inflação. Não comprometimento dos limites constitucionais.;"RECURSO DE RECONSIDERAÇÃO. PRESTAÇÃO DE CONTAS DA CÂMARA MUNICIPAL DE SANTA FILOMENA. EXERCÍCIO 2015. PROVIMENTO PARCIAL. ALTERAÇÃO DO JULGAMENTO PARA REGULARIDADE COM RESSALVAS. MANUTENÇÃO DA MULTA. NOMEAÇÃO DE SERVIDORA ESTABILIZADA PELO ART. 19 DO ADCT PARA O CARGO DE CONTROLADORA DA CÂMARA MUNICIPAL. VARIAÇÃO DO SUBSÍDIO DOS VEREADORES ACIMA DOS ÍNDICES INFLACIONÁRIOS. VÍCIO NA NORMA LEGAL. ATENDIMENTO AOS LIMITES CONSTITUCIONAIS. 
Caso concreto em que a Servidora fora nomeada para o cargo de Controladora da Câmara Municipal em desacordo com a Emenda Constitucional nº 38, de 13/12/2012. O posicionamento pacífico no STF é no sentido de que o instituto da Estabilidade positivado no art. 19 do ADCT (Ato das Disposições Constitucionais Transitórias) não se confunde com a Efetividade proveniente da investidura em cargo público através de prévia aprovação em concurso público;
A finalidade da Emenda Constitucional nº 38, de 13/12/2012 é permitir que o Servidor atue de forma independente e autônoma, características imprescindíveis para o exercício do cargo de Controlador chefe, situação que se observa no caso concreto em virtude da Estabilização;
Em que pese a variação significativa do respectivo reajuste em virtude da edição inadequada da norma legal, observa-se que o mesmo não comprometeu os limites constitucionais exigidos, mormente o limite de Despesa com os Subsídios dos Vereadores e com a folha de pagamento total da Câmara.";(Recurso de Reconsideração. Processo  – Relatora: Cons.ª Lílian de Almeida Veloso Nunes Martins. Plenário. Decisão unânime. Acórdão nº 1.385/18 publicado no );AGENTE POLITICO;acordao;1385;2018.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Setembro - 18.docx;2018-09;Agente Político. Subsídio dos vereadores. Variação sem disponibilidade financeira.;"DESPESA. VARIAÇÃO DE SUBSÍDIO DE VEREADORES SEM DISPONIBILIDADE FINANCEIRA. IRREGULARIDADE. 
A fixação de subsídio de vereadores sem a correspondente disponibilidade financeira por parte do Legislativo constitui burla ao art. 29, inciso VI da Constituição Federal.";(Prestação de Contas. Processo  – Relator: Cons. Substituto Jaylson Fabianh Lopes Campelo. Primeira Câmara. Decisão unânime. Acórdão nº 1.523/18 publicado no );AGENTE POLITICO;acordao;1523;2018.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Agosto - 18.docx;2018-08;Agente Político. Subsídio dos vereadores. Violação do princípio da anterioridade.;"FIXAÇÃO DE SUBSÍDIOS DOS VEREADORES. VIOLAÇÃO DO PRINCÍPIO DA ANTERIORIDADE. 
A Lei Municipal nº. 001/2016, que fixa os subsídios dos vereadores para a legislatura 2017-2020, foi publicada fora do prazo de 15 (quinze) dias anteriores à eleição. Portanto, em obediência ao princípio da anterioridade (art. 21, V da Constituição Estadual), os subsídios para a atual legislatura devem permanecer os mesmos da legislatura anterior.  ";(Inspeção. Processo 7 – Relator: Cons. Substituto Alisson Felipe de Araújo. Plenário. Decisão unânime. Acórdão nº 1.261/18 publicado no );AGENTE POLITICO;acordao;1261;2018.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Fevereiro - 18.docx;2018-02;Agente Político. Concessão de verba indenizatória aos vereadores.;"EMENTA: DESPESA. CONCESSÃO DE VERBA INDENIZATÓRIA AOS VEREADORES. POSSIBILIDADE. 
É possível a concessão de “verba indenizatória” aos Vereadores, por meio de lei (art. 37, § 11 da CF/88) em sentido estrito e específica, seguida de regulamentação pelo próprio parlamento das despesas que podem, as que não podem e a prestação de contas respectiva, além de conferir a todas elas ampla transparência e irrestrito acesso aos processos por qualquer interessado, tudo a ser devida e oportunamente analisado pelo controle interno das Câmaras Municipais.";(Prestação de Contas. Processo  – Relator: Cons. Substituto Delano Carneiro da Cunha Câmara. Primeira Câmara. Decisão unânime. Acórdão nº 124/18 publicado no );AGENTE POLITICO;acordao;124;2018.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Julho - 18.docx;2018-07;Agente Político. Subsídio dos vereadores. Fixação em montante que a Câmara não tenha capacidade financeira de suportar.;"DESPESA. VARIAÇÃO NOS SUBSÍDIOS DOS VEREADORES. IRREGULARIDADE. 
A variação só pode ser alterada por meio de resolução e para adequar-se aos limites constitucionais. Logo, a fixação do valor, em montante que a Câmara não tenha capacidade financeira de suportar, com a aplicação de redutor (percebe-se pelo pagamento a menor), pode caracterizar uma forma de burlar os limites estabelecidos pela Constituição Federal.";(Prestação de Contas. Processo  – Relator: Cons. Substituto Jaylson Fabianh Lopes Campelo. Primeira Câmara. Decisão unânime. Acórdão nº 1.113/18 publicado no );AGENTE POLITICO;acordao;1113;2018.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Julho - 18.docx;2018-07;Agente Político. Subsídio dos vereadores. Pagamento de décimo terceiro salário. Requisitos.;"PAGAMENTO DE DÉCIMO TERCEIRO SALÁRIO A VEREADORES. CONSONÂNCIA COM JULGADO RE 650898, STF. OBSERVÂNCIA AOS REQUISITOS LEGAIS E CONSTITUCIONAIS. POSSIBILIDADE.
1.	É possível que a Câmara Municipal fixe décimo terceiro salário aos vereadores com base na decisão do Supremo Tribunal Federal no julgamento do RE 650898, pois não há violação ao art. 39,§ 4° da CF;
2.	A instituição de tal direito não deve ser imposta a legislatura em curso, pois deve ser observado o princípio da anterioridade (art. 29, VI, CF), a realidade financeira do Município, os limites remuneratórios previstos na Constituição Federal (art. 29, VI e VII e art. 29 – A,§1°) e a LRF (art. 16,17 e 20, inciso III, “a”).";(Consulta. Processo  – Relator: Cons. Abelardo Pio Vilanova e Silva. Plenário. Decisão unânime. Acórdão nº 1.189/18 publicado no );AGENTE POLITICO;acordao;1189;2018.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI -maio 2020 (Iana cavalcanti).docx;2020-05;Agente Político. Impossibilidade de reajuste dos Vereadores no curso da Legislatura. Possibilidade da revisão anual. Subsídio dos vereadores tem que ser fixado em cada legislatura para vigorar na subsequente. Vedação da redução do subsídio.;"EMBARGOS DE DECLARAÇÃO. PROPOSTA DE ELABORAÇÃO DE DECISÃO NORMATIVA. PEDIDO DE UNIFORMIZAÇÃO DE JURISPRUDÊNCIA. REAJUSTE DOS SUBSÍDIOS DE VEREADORES. 
1 - O subsídio dos Vereadores não pode ser reajustado no curso da Legislatura, devendo ser fixado pelas respectivas Câmaras Municipais em cada legislatura para vigorar na legislatura subsequente, observado os limites e os critérios estabelecidos no ordenamento jurídico. É possível, contudo, a Revisão Anual do subsídio dos Edis, com o intuito de, tão somente, corrigir a perda inflacionária do ano imediatamente anterior, recompondo o poder aquisitivo da remuneração dos mesmos, observado disposto no art. 37, X da Constituição Federal; 
2 - O subsídio dos Vereadores deve ser fixado em cada legislatura para vigorar na legislatura subsequente, observado os limites e os critérios estabelecidos nos arts. 29, VI e 29-A da Constituição Federal, bem como o art. 31 da Constituição Estadual. A Revisão Geral Anual, poderá ocorrer todos os anos, sempre na mesma data e sem distinção de índices, desde que respeitados os limites estipulados na Carta Magna (CF, art. 29, VII e art. 29- A, §11) e na Lei de Responsabilidade Fiscal (LRF, art. 20, III, “a”) destinados à remuneração dos Edis, bem como limitados à capacidade orçamentária e financeira do órgão; 
3 - a) É vedada a redução formal dos subsídios dos Vereadores. Contudo, deve o Presidente da Câmara Municipal, no ato de ordenação das despesas com pessoal do Poder Legislativo Municipal, adotar as medidas necessárias ao exato cumprimento das normas constitucionais e infraconstitucionais que regulam a matéria, sobretudo, as que estabelecem limites a remuneração dos membros e demais servidores do Legislativo Municipal. b) Restando comprovado, contudo, que no ato de aprovação do normativo que fixou os subsídios de vereadores foram observados e respeitados os mandamentos constitucionais e legais aplicados à espécie, e que houve a ocorrência superveniente de situações imprevisíveis à época da fixação, é possível, nessa situação específica, a aplicação de redutor aos subsídios dos Vereadores por ato do Presidente da Câmara, sem a edição de novo normativo (resolução ou lei), enquanto durar a situação, devendo ser suspensa a redução ao cessar a situação que ensejou a redução 
4 - Com a nova redação dada ao § 7º do art. 57 da Constituição Federal, pela EC n.° 50, de 2006, estabeleceu-se expressa vedação ao pagamento da referida parcela de natureza indenizatória ao parlamentar convocado para a sessão legislativa extraordinária.";(Embargos de Declaração. Processo  – Relatora: Cons. Lilian de Almeida Veloso Nunes Martins. Plenário Virtual. Decisão Unânime. Acórdão nº 402/2020 publicado no 0);AGENTE POLITICO;acordao;402;2020.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Agente Político. Reajuste fora do prazo estabelecido na Constituição Estadual do Piauí.;"PRESTAÇÃO DE CONTAS. INGRESSO EXTEMPORÂNEO E EM DESACORDO COM A FORMA EXIGIDA PELA RESOLUÇÃO TCE/PI Nº 27/2016. Ausência da relação de todos os veículos locados E. ORÇAMENTO. LEI QUE FIXOU OS SUBSÍDIOS DOS VERADORES PUBLICADA FORA DO PRAZO LEGAL. REGULARIDADE COM RESSALVAS.
1- O art. 70, § único da Constituição Federal, impõe o dever de prestar contas na forma e no prazo devido, assim como o art. 33, II da Constituição Estadual e Resolução TCE/PI nº 27/2016, conferem prerrogativas às Cortes de Contas para examinar mediante fiscalização o gasto de recursos públicos; 
2- A Decisão Plenária TCE/PI nº 2023/2017 determinou que os jurisdicionados municipais encaminhassem a esta Corte de Contas a relação de todos os veículos locados e, eventualmente, sublocados, com a indicação precisa através da RAZÃO SOCIAL/NOME e CNPJ/CPF do beneficiário do contrato com o Poder Público; 
2- O art. 31 da Constituição do Estado do Piauí estabelece o prazo para aprovação do instrumento legal de fixação dos subsídios dos Vereadores para a legislatura. ";(Prestação de Contas. Processo 7 – Relator: Cons. Kleber Dantas Eulálio. Primeira Câmara. Decisão Unânime. Acórdão nº 1.096/20 publicado no );AGENTE POLITICO;acordao;1096;2020.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - Outubro 2020.docx;2020-10;Agente Político. Pagamento de subsídio dos vereadores com base de normativo inconstitucional.;"CONTAS DA CÂMARA MUNICIPAL. PAGAMENTO DE SUBSÍDIO DOS VEREADORES COM BASE EM ATO NORMATIVO FORMALMENTE INCONSTITUCIONAL. CNTRATAÇÃO IRREGULAR DE ASSESSORIA CONTÁBIL. 
1. O pagamento de subsídios dos vereadores com base em normativo inconstitucional implica na responsabilização do gestor atual, ainda que a norma seja de responsabilidade da gestão anterior, pois, para que não houvesse descumprimento ao princípio da anterioridade, o pagamento deveria ser realizado com base no valor do subsídio fixado para o mês de dezembro de 2016. 
2. A não comprovação dos requisitos autorizadores da contratação por inexigibilidade, tais como a inviabilidade de competição e notória especialização torna a contratação irregular.";(Prestação de Contas. Processo  – Relatora: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Acórdão nº 1.038/2020 publicado no );AGENTE POLITICO;acordao;1038;2020.0;AGENTE POLITICO;8;1
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Agente Político. Irregularidade na fixação dos subsídios dos Vereadores.;"CÂMARA MUNICIPAL. SUBSÍDIO. PORTAL DA TRANSPARÊNCIA. IRREGULARIDADE. 
1) O subsídio dos Vereadores deve ser fixado em cada legislatura para vigorar na legislatura subsequente, observado os limites e os critérios estabelecidos nos arts. 29, VI e 29-A da Constituição Federal, bem como o art. 31 da Constituição Estadual, podendo ocorrer também a Revisão Anual, sempre respeitando os limites estipulados na Carta Magna (CF, art. 29, VII e art. 29-A, §1º) e na Lei de Responsabilidade Fiscal (LRF, art. 20, III, “a”) destinados à remuneração dos Edis, bem como limitados à capacidade orçamentária e financeira do órgão. 
2) A alteração introduzida na LRF, por meio da Lei Complementar nº 131, de 27 de maio de 2009, estabeleceu como instrumentos garantidores da transparência da gestão fiscal a “liberação ao pleno conhecimento e acompanhamento da sociedade, em tempo real, de informações pormenorizadas sobre a execução orçamentária e financeira, em meios eletrônicos de acesso público” ";(Prestação de Contas. Processo 8 – Relator: Cons. Subst. Delano Carneiro da Cunha Câmara. Segunda Câmara. Decisão Unânime. Acórdão nº 1.224/20 publicado no );AGENTE POLITICO;acordao;1224;2020.0;AGENTE POLITICO;8;1
